StoryID,CharactersID,AliasCharacters
1,Tokoh-1,['anake sane mentas ditu']
1,Tokoh-2,['jerone sareng sami']
1,Tokoh-3,['pianakne muani']
1,Tokoh-4,['liu anake']
1,Tokoh-5,['pan karsa']
1,Tokoh-6,['pan karta']
1,Tokoh-7,['pianak']
1,Tokoh-8,['jero']
2,Tokoh-1,"['i cicing gudig', 'cicing gudig', 'cicing']"
2,Tokoh-2,['cicinge to']
2,Tokoh-3,"['i kerkuak', 'kerkuak']"
2,Tokoh-4,"['i angsa', 'angsa']"
3,Tokoh-1,['widiadarine sane ayu-ayu pitung diri']
3,Tokoh-2,['widiadarine pitung diri punika']
3,Tokoh-3,"['cening widiadari ajak pepitu', 'cening']"
3,Tokoh-4,['para rsi kahyanga']
3,Tokoh-5,['sang hyang indra']
3,Tokoh-6,"['kurenan i arjuna', 'i arjuna']"
3,Tokoh-7,['dedari supraba']
3,Tokoh-8,['niwatakawaca']
3,Tokoh-9,['sang arjuna']
3,Tokoh-10,['tilottama']
3,Tokoh-11,['raksasa']
3,Tokoh-12,['danawa']
3,Tokoh-13,['detia']
3,Tokoh-14,['bapa']
3,Tokoh-15,['dewa']
4,Tokoh-1,"['ida anak agung ngurah rangsasa', 'ida anak agung ngurah sangsara', 'ngurah']"
4,Tokoh-2,['ida sanghyang sambu']
4,Tokoh-3,"['i ngurang rangsasa', 'i ngurah rangsasa', 'i ngurah']"
4,Tokoh-4,"['ida i ngurah sawe', 'ida ngurah sawe', 'i ngurah sawe']"
4,Tokoh-5,"['paduka betara', 'betara']"
4,Tokoh-6,['ida betara']
4,Tokoh-7,['ijo sambu']
5,Tokoh-1,['jro panunggun kepuh']
5,Tokoh-2,"['batan wit kepuhe', 'wit kepuhe']"
5,Tokoh-3,['wit kepuh ageng']
5,Tokoh-4,['batan kepuhe']
5,Tokoh-5,"['i tumtum', 'tumtum']"
6,Tokoh-1,['tukang jaring tokal muah be bano']
6,Tokoh-2,"['i nyoman jater', 'nyoman jater', 'nyoman']"
6,Tokoh-3,['jero pesaren']
6,Tokoh-4,"['krama pesare', 'pesare']"
6,Tokoh-5,"['memen wayan', 'meme wayan', 'meme']"
6,Tokoh-6,['meme nengah']
6,Tokoh-7,['klian saren']
6,Tokoh-8,['i pesaren']
6,Tokoh-9,"['i blenjo', 'blenjo']"
6,Tokoh-10,['klia']
6,Tokoh-11,['njo']
7,Tokoh-1,['belin icang maka dadua']
7,Tokoh-2,['adin-adinne maka dadua']
7,Tokoh-3,"['adin beli ajak dadua', 'adin', 'beli']"
7,Tokoh-4,"['gancing, gancung']"
7,Tokoh-5,['beli gancang']
7,Tokoh-6,['i gancing']
7,Tokoh-7,['i gancung']
7,Tokoh-8,['i gancang']
7,Tokoh-9,['i taru']
8,Tokoh-1,['pandita ajaka duang diri']
8,Tokoh-2,['panditane ane sujati']
8,Tokoh-3,['panditane maka kalih']
8,Tokoh-4,['pandita ane siluman']
8,Tokoh-5,"['kedis belibis putih', 'belibis putih']"
8,Tokoh-6,['i belibis putih']
8,Tokoh-7,"['ida sang prabu', 'sang prabu']"
8,Tokoh-8,"['ratu pandita', 'ratu']"
8,Tokoh-9,['cicing gudig']
8,Tokoh-10,['kedis goak']
8,Tokoh-11,['prabu boya']
8,Tokoh-12,['ane istri']
8,Tokoh-13,['narajana']
8,Tokoh-14,['belibise']
8,Tokoh-15,['kedise']
8,Tokoh-16,['bapa']
9,Tokoh-1,"['bangken anake luh totonan', 'anake luh', 'anak luh', 'luh']"
9,Tokoh-2,['anak luh jegeg pesan']
9,Tokoh-3,"['kurenane i belog', 'i belog', 'belog']"
9,Tokoh-4,['bangken anak luh']
9,Tokoh-5,['memene i belog']
9,Tokoh-6,['anake luh ento']
9,Tokoh-7,"['kurenan icange', 'kurenan', 'kurena']"
9,Tokoh-8,['men belog']
9,Tokoh-9,['bangke']
9,Tokoh-10,"['i meme', 'meme']"
9,Tokoh-11,['memen']
9,Tokoh-12,['me']
10,Tokoh-1,"['kedise petang ukud', 'kedise']"
10,Tokoh-2,"['ratu sang prabu', 'sang prabu']"
10,Tokoh-3,['ida sang prabu']
10,Tokoh-4,"['ida batara sri', 'ida batari sri']"
10,Tokoh-5,"['maharaja pretu', 'maharaja']"
10,Tokoh-6,"['i kedis sugem', 'kedis sugem']"
10,Tokoh-7,"['i kedis kuteh', 'kedis kuteh']"
10,Tokoh-8,['panjaki da']
10,Tokoh-9,['kedis dara']
10,Tokoh-10,"['ceninge', 'cening']"
10,Tokoh-11,"['panjake', 'panjak']"
10,Tokoh-12,['meme']
11,Tokoh-1,"['ida bhagawan domia', 'bhagawan domia', 'ida bhagawan']"
11,Tokoh-2,['ida hyang bhagawan']
11,Tokoh-3,"['bapa sang undakala', 'bapa']"
11,Tokoh-4,"['ida sang utamaniu', 'sang utamaniu']"
11,Tokoh-5,"['ida sang arunika', 'sang arunika']"
11,Tokoh-6,"['ida dang guru', 'dang guru']"
11,Tokoh-7,['dang gurujati']
11,Tokoh-8,['sang abimanyu']
11,Tokoh-9,['ratu bhagawan']
11,Tokoh-10,"['ida sang weda', 'sang weda']"
11,Tokoh-11,"['ceninge', 'cening']"
12,Tokoh-1,['nak luh dadua jegeg-jegeg']
12,Tokoh-2,['widiadari ajaka lelima']
12,Tokoh-3,['tanda mantri perbekel']
12,Tokoh-4,"['ratu dewa anak agung', 'anak agung']"
12,Tokoh-5,"['ida dedari supraba', 'dedari supraba', 'dedari']"
12,Tokoh-6,['dedari gargamayang']
12,Tokoh-7,"['gagak petake ento', 'gagak petake', 'gagak petak']"
12,Tokoh-8,['dedari buin dadua']
12,Tokoh-9,"['cucunne i raksasa', 'i raksasa']"
12,Tokoh-10,"['pianak men bekung', 'men bekung', 'pianak', 'panak']"
12,Tokoh-11,['kedis gagak petak']
12,Tokoh-12,"['rabin anake agung', 'anake agung']"
12,Tokoh-13,"['adi bintang lara', 'i bintang lara', 'bintang lara', 'adi']"
12,Tokoh-14,['anak agung istri']
12,Tokoh-15,['dewi gagarmayang']
12,Tokoh-16,['ratu dewa agung']
12,Tokoh-17,"['ida anake agung', 'ida anak agung']"
12,Tokoh-18,"['anake odah ento', 'anake odah', 'anak odah']"
12,Tokoh-19,['parekan-parekan']
12,Tokoh-20,['ratu anak agung']
12,Tokoh-21,['pianakne muani']
12,Tokoh-22,['jero anak odah']
12,Tokoh-23,"['i gagak petake', 'i gagak petak']"
12,Tokoh-24,['pianak tiange']
12,Tokoh-25,['baudandanida']
12,Tokoh-26,['dewi supraba']
12,Tokoh-27,['men bekunge']
12,Tokoh-28,"['pianak meme', 'panak meme', 'meme']"
12,Tokoh-29,"['ni suprada', 'ni supraba']"
12,Tokoh-30,['pan bekung']
12,Tokoh-31,['parekanida']
12,Tokoh-32,"['i rangsasa', 'rangsasa']"
12,Tokoh-33,"['i parekan', 'parekan', 'pareka']"
12,Tokoh-34,['kaki-kaki']
12,Tokoh-35,"['ni dedari', 'i dedari']"
12,Tokoh-36,"['dong kaki', 'kaki']"
12,Tokoh-37,['anak luh']
12,Tokoh-38,['rabinida']
12,Tokoh-39,"['ni cili', 'cili']"
12,Tokoh-40,"['kurenan', 'kurena']"
12,Tokoh-41,['cening']
12,Tokoh-42,['embok']
12,Tokoh-43,['cucun']
12,Tokoh-44,['i adi']
12,Tokoh-45,['bapan']
12,Tokoh-46,['cucu']
12,Tokoh-47,['me']
13,Tokoh-1,['anak jegeg listuayu ento']
13,Tokoh-2,"['ida sanghyang embang', 'embang']"
13,Tokoh-3,['sang hyang embang']
13,Tokoh-4,['bojog lua ento']
13,Tokoh-5,['bhatara wisnu']
13,Tokoh-6,['kedis-kedise']
13,Tokoh-7,['i bojog lua']
13,Tokoh-8,"['ni murdani', 'murdani']"
13,Tokoh-9,['kedis']
14,Tokoh-1,"['ula aya ageng pisan', 'ula aya', 'ula']"
14,Tokoh-2,"['ula ayane punika', 'ula aya punika']"
14,Tokoh-3,['ulane punika']
14,Tokoh-4,"['pianak ipun', 'pianak ipu', 'pianak', 'panak']"
14,Tokoh-5,['pan badung']
14,Tokoh-6,['bapan ipun']
14,Tokoh-7,['ni badung']
14,Tokoh-8,['pianaknya']
14,Tokoh-9,['bapa']
15,Tokoh-1,['ni bulan kuning']
15,Tokoh-2,['men bekung']
15,Tokoh-3,"['i raksasa', 'raksasa']"
16,Tokoh-1,['beburon di alas jenggala sila']
16,Tokoh-2,['kedis mabatis lantang ento']
16,Tokoh-3,"['i kedis cerukcuk', 'kedis cerukcuk']"
16,Tokoh-4,['i kedis cangak']
16,Tokoh-5,"['i cicing alas', 'cicing alas']"
16,Tokoh-6,['i landak']
16,Tokoh-7,['i kuwuk']
16,Tokoh-8,"['i lembu', 'lembu']"
16,Tokoh-9,['beburo']
17,Tokoh-1,"['jelema gede-gede siteng', 'jelema']"
17,Tokoh-2,"['anake luh jegeg ento', 'anake']"
17,Tokoh-3,"['anake bajang ento', 'anak bajange ento', 'anak bajang ento', 'anake bajang e', 'anak bajang']"
17,Tokoh-4,['anak muani bajang']
17,Tokoh-5,['anake muani ento']
17,Tokoh-6,"['anak luih jegeg', 'anak luh jegeg']"
17,Tokoh-7,['sang maha wirya']
17,Tokoh-8,"['sang natha ratu', 'natha ratu']"
17,Tokoh-9,"['anake luh ento', 'luh ento']"
17,Tokoh-10,"['i dadong jepun', 'dadong jepun', 'i dadong', 'dadong']"
17,Tokoh-11,['sang maha raja']
17,Tokoh-12,"['ida sang raja', 'sang raja']"
17,Tokoh-13,['i krama lenan']
17,Tokoh-14,['krama desa']
17,Tokoh-15,['anake ento']
17,Tokoh-16,['ni jepun']
17,Tokoh-17,['dong']
18,Tokoh-1,"['sang brahmana sakti', 'brahmana sakti', 'sang brahmana', 'sang brahma']"
18,Tokoh-2,"['sang rsi durvasa', 'rsi durvasa']"
18,Tokoh-3,"['raja kunthibhoja', 'raja kuntibhoja']"
18,Tokoh-4,"['hyang baskara', 'hyang']"
18,Tokoh-5,"['betara surya', 'betara']"
18,Tokoh-6,['hyang betara']
18,Tokoh-7,"['dewi pritha', 'dewi']"
18,Tokoh-8,"['dewi kunti', 'dewi kanti']"
18,Tokoh-9,['sang dewi']
18,Tokoh-10,['sang raja']
18,Tokoh-11,['raja sura']
18,Tokoh-12,['wasudewa']
18,Tokoh-13,['cening']
19,Tokoh-1,"['sisian ida bhagawan drona', 'bhagawan drona']"
19,Tokoh-2,"['guru drona, sisian bapa', 'bapa']"
19,Tokoh-3,"['sisian hyang bhagawan', 'sisian sang bhagawan', 'hyang bhagawan', 'sang bhagawan']"
19,Tokoh-4,['hyang bhagawan drona']
19,Tokoh-5,"['cening sang arjuna', 'sang arjuna', 'sag arjuna', 'arjuna']"
19,Tokoh-6,"['jero anak lanang', 'jero']"
19,Tokoh-7,['dang hyang drona']
19,Tokoh-8,"['sang guru drona', 'guru drona']"
19,Tokoh-9,"['sang ekalawya', 'ekalawya']"
19,Tokoh-10,['sisia']
20,Tokoh-1,"['raden galuh pitu makasami', 'raden galuh pitu', 'raden galuh', 'galuh pitu']"
20,Tokoh-2,['raden galuh ajaka papitu']
20,Tokoh-3,"['raden galuh pradnyawati', 'galuh pradnyawati']"
20,Tokoh-4,"['raden galuh martasari', 'galuh martasari']"
20,Tokoh-5,['raden galuh makasami']
20,Tokoh-6,['galuh pepitu punika']
20,Tokoh-7,"['biang raden galuh', 'biang raden galun', 'biang']"
20,Tokoh-8,"['sang prabu beksa', 'sang prabu']"
20,Tokoh-9,['galuh wijasantun']
20,Tokoh-10,['galuh puspawati']
20,Tokoh-11,['ida raden galuh']
20,Tokoh-12,['galuh marmawati']
20,Tokoh-13,['galuh sumanasa']
20,Tokoh-14,['rakan ceninge']
20,Tokoh-15,"['cening galuh', 'cening']"
20,Tokoh-16,['biang galuh']
20,Tokoh-17,['mbok galuh']
20,Tokoh-18,"['i raksasa', 'raksasa']"
20,Tokoh-19,['okan-oka']
20,Tokoh-20,['i biang']
20,Tokoh-21,['raka']
20,Tokoh-22,['oka']
21,Tokoh-1,"['bapane i getap', 'i getap']"
21,Tokoh-2,['meme']
21,Tokoh-3,['bapa']
22,Tokoh-1,"['alu gede gati', 'alu']"
22,Tokoh-2,['i kedis puuh']
22,Tokoh-3,['alune ento']
22,Tokoh-4,['i puuh']
22,Tokoh-5,['i alu']
23,Tokoh-1,['i balu kanginan']
23,Tokoh-2,['i balu kawanan']
23,Tokoh-3,"['beli kawanan', 'beli']"
23,Tokoh-4,"['pianak muani', 'pianak']"
23,Tokoh-5,['beli wayan']
23,Tokoh-6,['luh']
23,Tokoh-7,['bli']
24,Tokoh-1,"['ida sang prabu singa', 'ida sang prabu']"
24,Tokoh-2,"['ratu sang prabu', 'ratu']"
24,Tokoh-3,"['ida anake agung', 'anake agung']"
24,Tokoh-4,"['i kunang-kunang', 'kunang-kunang']"
24,Tokoh-5,"['i blatuk', 'blatuk']"
24,Tokoh-6,"['i temisi', 'temisi']"
24,Tokoh-7,"['i beduda', 'beduda']"
24,Tokoh-8,"['i baluan', 'baluan']"
24,Tokoh-9,"['i sampi', 'sampi']"
24,Tokoh-10,['baduda']
25,Tokoh-1,"['anake cenik ento', 'anake cerik ento', 'anake cerik']"
25,Tokoh-2,['anak cerik bagus']
25,Tokoh-3,['pianak titiange']
25,Tokoh-4,"['sri prameswari', 'prameswari']"
25,Tokoh-5,['ida sang prabu']
25,Tokoh-6,"['i basang siap', 'basang siap']"
25,Tokoh-7,['biang i dewa']
25,Tokoh-8,"['i cening', 'cening']"
25,Tokoh-9,['i mantri']
25,Tokoh-10,['i galuh']
25,Tokoh-11,['panake']
25,Tokoh-12,['biange']
26,Tokoh-1,"['dewa palsu i belog', 'dewa palsu belog', 'i belog']"
26,Tokoh-2,"['ratu betara', 'betara']"
26,Tokoh-3,['ida betara']
26,Tokoh-4,['luh sari']
26,Tokoh-5,['pan sari']
26,Tokoh-6,['pianak']
26,Tokoh-7,['i ratu']
27,Tokoh-1,['makejang anake eluh']
27,Tokoh-2,"['kurenan i beloge', 'kurenan', 'kurena']"
27,Tokoh-3,"['memene i belog', 'i belog', 'belog']"
27,Tokoh-4,"['anake luh ento', 'luh']"
27,Tokoh-5,['anak luh']
27,Tokoh-6,['knurena']
27,Tokoh-7,"['i meme', 'meme']"
27,Tokoh-8,['memen']
27,Tokoh-9,['beli']
27,Tokoh-10,['bli']
27,Tokoh-11,['me']
28,Tokoh-1,"['bapa pan sari', 'pan sari', 'bapa']"
28,Tokoh-2,['luh sari']
28,Tokoh-3,"['i belog', 'belog']"
28,Tokoh-4,"['pianak', 'panak']"
28,Tokoh-5,['bapan']
29,Tokoh-1,"['bangken anake luh ento', 'anake luh ento']"
29,Tokoh-2,"['anak luh jegeg pisan', 'anak luh']"
29,Tokoh-3,['bangken anak luh']
29,Tokoh-4,"['kurenan icange', 'kurenan']"
29,Tokoh-5,['bangkene ento']
29,Tokoh-6,"['memen i belog', 'i belog', 'memen', 'belog']"
29,Tokoh-7,['anake ento']
29,Tokoh-8,['luh-luh']
29,Tokoh-9,['bangke']
29,Tokoh-10,['meme']
30,Tokoh-1,['anake gede selem ento']
30,Tokoh-2,['merine bengil ento']
30,Tokoh-3,['anak gede selem']
30,Tokoh-4,"['merine pan meri', 'meri pan meri', 'pan meri', 'meri']"
30,Tokoh-5,['merin titiange']
30,Tokoh-6,['i gede selem']
30,Tokoh-7,"['merin icange', 'meri icange']"
30,Tokoh-8,['merine ento']
30,Tokoh-9,['ri']
31,Tokoh-1,"['dagang bebeke', 'dagang bebek']"
31,Tokoh-2,"['i belog', 'belog']"
31,Tokoh-3,['jero']
31,Tokoh-4,['meme']
32,Tokoh-1,['meong gede tur mokoh']
32,Tokoh-2,"['i bikul, i semal', 'i semal', 'semal']"
32,Tokoh-3,"['bikul cenik', 'bikul']"
32,Tokoh-4,['i bikul']
32,Tokoh-5,['i meong']
33,Tokoh-1,"['kedis sangsiah luh muani', 'kedis sangsiah', 'kedis']"
33,Tokoh-2,"['i kedis sangsiah', 'i kedis']"
33,Tokoh-3,"['i bojog', 'bojog']"
33,Tokoh-4,['kedise']
33,Tokoh-5,['bojoge']
34,Tokoh-1,"['i kancil, i botol', 'i botol', 'botol']"
34,Tokoh-2,['i kedis sikep']
34,Tokoh-3,['panak icange']
34,Tokoh-4,['sang kancil']
34,Tokoh-5,"['sang samong', 'samong']"
34,Tokoh-6,"['i samonge', 'i samong']"
34,Tokoh-7,"['i manusa', 'manusa']"
34,Tokoh-8,['i kancil']
34,Tokoh-9,['i sampi']
34,Tokoh-10,['i jaran']
35,Tokoh-1,['sudagar kacang tanah']
35,Tokoh-2,['sudagare ento']
35,Tokoh-3,['i rumpuh']
35,Tokoh-4,['i buta']
35,Tokoh-5,['bell']
35,Tokoh-6,['beli']
36,Tokoh-1,"['cicing tiange puniki', 'cicing tiang punika', 'cicing tiange', 'cicing']"
36,Tokoh-2,"['cicingne i celempung', 'i celempung', 'celempung']"
36,Tokoh-3,"['para krama banjara', 'krama banjara', 'krama banjar', 'krama']"
36,Tokoh-4,"['jro kelian banjar', 'kelian banjar', 'jro kelian']"
36,Tokoh-5,"['cicinge totonan', 'cicinge']"
36,Tokoh-6,['cicing tiannge']
36,Tokoh-7,['krama banjare']
36,Tokoh-8,['kuluk tiange']
36,Tokoh-9,['jero kelian']
36,Tokoh-10,['cicing cai']
36,Tokoh-11,['ni gadung']
36,Tokoh-12,['i anggrek']
36,Tokoh-13,['bli']
36,Tokoh-14,['luh']
37,Tokoh-1,['dagang nasine ento']
37,Tokoh-2,['ida betari durga']
37,Tokoh-3,"['ida raden mantri', 'raden mantri']"
37,Tokoh-4,"['okan anak agung', 'anak agung', 'agung']"
37,Tokoh-5,"['ratu sang prabu', 'sang prabu']"
37,Tokoh-6,['ida sang prabu']
37,Tokoh-7,"['i cicing gudig', 'cicing gudig']"
37,Tokoh-8,['paduka betari']
37,Tokoh-9,['batari durga']
37,Tokoh-10,['anak madaar']
37,Tokoh-11,['anake ento']
37,Tokoh-12,['pepatih']
37,Tokoh-13,"['i patih', 'patih']"
37,Tokoh-14,['jero']
38,Tokoh-1,['burone cenik']
38,Tokoh-2,"['i kambing', 'kambing']"
38,Tokoh-3,"['i cicing', 'cicing']"
38,Tokoh-4,['kambinge']
38,Tokoh-5,['cicinge']
38,Tokoh-6,['buro']
39,Tokoh-1,['i kedis crukcuk']
39,Tokoh-2,"['i manusa', 'manusa']"
39,Tokoh-3,['i kancil']
39,Tokoh-4,"['i sampi', 'sampi']"
39,Tokoh-5,['i jaran']
39,Tokoh-6,"['i macan', 'macan']"
39,Tokoh-7,"['i cita', 'cita']"
40,Tokoh-1,"['semut anyud', 'semut']"
40,Tokoh-2,['i clalongan']
40,Tokoh-3,['kedis perit']
40,Tokoh-4,['sangsiah']
40,Tokoh-5,['i semut']
40,Tokoh-6,['i matul']
40,Tokoh-7,['petikan']
40,Tokoh-8,['katake']
40,Tokoh-9,['capung']
40,Tokoh-10,['kedise']
40,Tokoh-11,['glatik']
40,Tokoh-12,['kakul']
40,Tokoh-13,['udang']
40,Tokoh-14,['yuyu']
41,Tokoh-1,['ulame sane ageng punika']
41,Tokoh-2,['ulam mewarna selem']
41,Tokoh-3,"['kurenanne i congeh', 'i congeh', 'congeh']"
41,Tokoh-4,['ulame punika']
41,Tokoh-5,"['pianak ipu', 'pianak']"
41,Tokoh-6,['somah ipu']
41,Tokoh-7,['kurenan']
42,Tokoh-1,['kedis curik lue muani']
42,Tokoh-2,['i curik ane muani']
42,Tokoh-3,['jrone kedis curik']
42,Tokoh-4,['curike ne muani']
42,Tokoh-5,"['bapan luh arume', 'bapan luh arum', 'luh arume', 'luh arum', 'bapan', 'luh']"
42,Tokoh-6,['curike ane lua']
42,Tokoh-7,['i kedis curik']
42,Tokoh-8,"['gede donglen', 'donglen']"
42,Tokoh-9,"['ni luh arume', 'ni luh arum', 'ni luh']"
42,Tokoh-10,['kedis curike']
42,Tokoh-11,['i juru pikat']
42,Tokoh-12,['i donglen']
42,Tokoh-13,['kedise']
42,Tokoh-14,['bapa']
42,Tokoh-15,['beli']
42,Tokoh-16,['jro']
42,Tokoh-17,['pa']
43,Tokoh-1,['para punggawa']
43,Tokoh-2,"['cening durma', 'cening']"
43,Tokoh-3,['anake agung']
43,Tokoh-4,['ken sulasih']
43,Tokoh-5,"['pianak bapa', 'pianak', 'bapa']"
43,Tokoh-6,['tandamantri']
43,Tokoh-7,"['i rajapala', 'irajapala']"
43,Tokoh-8,['jero dukuh']
43,Tokoh-9,"['i durma', 'idurma']"
43,Tokoh-10,['meme']
44,Tokoh-1,"['i empas ajaka dadua luh muani', 'i empas ajaka dadua', 'empase ajaka dadua', 'empas ajak dadua', 'i empas', 'empase', 'empas', 'luh']"
44,Tokoh-2,"['angsa mabulu putih luh muani', 'angsa']"
44,Tokoh-3,['kuluk medem ajaka dadua']
44,Tokoh-4,['i empas makadadua']
44,Tokoh-5,['i empas luh muani']
44,Tokoh-6,"['i angsa luh muani', 'i angsa']"
44,Tokoh-7,['angsa ajak dadua']
44,Tokoh-8,['kuluk luh muani']
44,Tokoh-9,['empase ane lua']
44,Tokoh-10,"['i angsa muani', 'angsa muani']"
44,Tokoh-11,['i empas muani']
44,Tokoh-12,['kuluke muani']
44,Tokoh-13,"['i empas lua', 'empas lua']"
44,Tokoh-14,['i angsa lua']
44,Tokoh-15,"['embok angsa', 'embok']"
